type,token_or_ngram,frequency,phrase_count,as_head_count,as_modifier_count
bigram,raději zešílet,6,6,0,0
bigram,af mendelu,6,6,0,0
bigram,česká televize,5,5,0,0
bigram,česká spořitelna,5,5,0,0
bigram,pradu 2,5,5,0,0
bigram,čr brno,5,5,0,0
bigram,fest 2025,5,5,0,0
bigram,ážÿáž áž,5,5,0,0
bigram,léta pod,5,5,0,0
bigram,čchi kung,5,5,0,0
bigram,rok 2026,5,5,0,0
bigram,praha 1,5,5,0,0
bigram,čfl skupina,5,5,0,0
bigram,skupina b,5,5,0,0
bigram,čd travel,5,5,0,0
bigram,č rozhlas,5,5,0,0
bigram,č t,5,5,0,0
bigram,na kyselo,5,5,0,0
bigram,pro dceru,5,5,0,0
bigram,český rozhlas,5,5,0,0
bigram,republika s.r.o,5,5,0,0
bigram,didaktický test,5,5,0,0
bigram,dlouhodobá předpověď,5,5,0,0
bigram,servis s.r.o,5,5,0,0
bigram,dóžecí palác,5,5,0,0
bigram,a půl,5,5,0,0
bigram,fžp ujep,5,5,0,0
bigram,gábinin kouzelný,5,5,0,0
bigram,kouzelný domek,5,5,0,0
bigram,na židli,5,5,0,0
bigram,hmoždinky do,5,5,0,0
bigram,jó třešně,5,5,0,0
bigram,třešně zrály,5,5,0,0
bigram,hýl obecný,5,5,0,0
bigram,stačí přidat,5,5,0,0
bigram,přidat vodu,5,5,0,0
bigram,išelské dortíčky,5,5,0,0
bigram,p r,5,5,0,0
bigram,kája a,5,5,0,0
bigram,a bambuláček,5,5,0,0
bigram,lěvoit air,5,5,0,0
bigram,do kn,5,5,0,0
bigram,lyžařské kalhoty,5,5,0,0
bigram,na boty,5,5,0,0
bigram,pýcha a,5,5,0,0
bigram,jak dlouho,5,5,0,0
bigram,řebíčku zahradnický,5,5,0,0
bigram,to rád,5,5,0,0
bigram,za něco,5,5,0,0
bigram,mnichovo hradiště,5,5,0,0
bigram,métský salám,5,5,0,0
bigram,mřížkový koláč,5,5,0,0
bigram,na pečení,5,5,0,0
bigram,na nehty,5,5,0,0
bigram,na větve,5,5,0,0
bigram,roce 2026,5,5,0,0
bigram,google maps,5,5,0,0
bigram,on keyboard,5,5,0,0
bigram,bunda dámská,5,5,0,0
bigram,město nad,5,5,0,0
bigram,nad metují,5,5,0,0
bigram,alt code,5,5,0,0
bigram,okresní přebor,5,5,0,0
bigram,očkování proti,5,5,0,0
bigram,rd rýmařov,5,5,0,0
bigram,učíme se,5,5,0,0
bigram,umělá inteligence,5,5,0,0
bigram,samsung a,5,5,0,0
bigram,hovorově křížovka,5,5,0,0
bigram,uši na,5,5,0,0
bigram,na helmu,5,5,0,0
bigram,řbitov zviřátek,5,5,0,0
bigram,na přání,5,5,0,0
bigram,v orlických,5,5,0,0
bigram,orlických horách,5,5,0,0
bigram,sčítání a,5,5,0,0
bigram,a odčítání,5,5,0,0
bigram,šňůrka na,5,5,0,0
bigram,šťastný nový,5,5,0,0
bigram,užij si,5,5,0,0
bigram,vchodové dveře,5,5,0,0
bigram,dveře do,5,5,0,0
bigram,újv řež,5,5,0,0
bigram,šťáva z,5,5,0,0
bigram,újezd u,5,5,0,0
bigram,do bytu,5,5,0,0
bigram,údržba silnic,5,5,0,0
bigram,šňupací tabák,5,5,0,0
bigram,na obilí,5,5,0,0
bigram,fn plzeň,5,5,0,0
bigram,úhradová vyhláška,5,5,0,0
bigram,vkladový bankomat,5,5,0,0
bigram,týdny v,5,5,0,0
bigram,bramborový salát,5,5,0,0
bigram,útěk z,5,5,0,0
bigram,vánoční trhy,5,5,0,0
bigram,zkumavka na,5,5,0,0
bigram,na moč,5,5,0,0
bigram,ztracené bednění,5,5,0,0
bigram,zřícenina hradu,5,5,0,0
bigram,a zemřeš,5,5,0,0
bigram,podpora v,5,5,0,0
bigram,žfk crvena,5,5,0,0
bigram,na péči,5,5,0,0
bigram,bez cukru,5,5,0,0
bigram,živnostenský úřad,5,5,0,0
bigram,t o,5,5,0,0
bigram,zúčtování záloh,5,5,0,0
bigram,záloh a,5,5,0,0
bigram,a daňového,5,5,0,0
bigram,3čave pjesme,5,5,0,0
bigram,piva plzeň,5,5,0,0
bigram,4slim čekankový,5,5,0,0
bigram,čekankový sirup,5,5,0,0
bigram,akční leták,5,5,0,0
bigram,adhezní můstek,5,5,0,0
bigram,bůh stvořil,5,5,0,0
bigram,stvořil ženu,5,5,0,0
bigram,anafylaktický šok,5,5,0,0
bigram,2025 program,5,5,0,0
bigram,ať se,5,5,0,0
bigram,česky na,5,5,0,0
bigram,pouť 2026,5,5,0,0
bigram,město na,5,5,0,0
bigram,brandýs nad,5,5,0,0
bigram,a škubánek,5,5,0,0
bigram,a život,5,5,0,0
bigram,aýgytly ädim,5,5,0,0
bigram,rozměry cm,5,5,0,0
bigram,ážšáž áž,5,5,0,0
bigram,příjmů fyzických,5,5,0,0
bigram,do školy,5,5,0,0
bigram,čr s.r.o,5,5,0,0
bigram,v uchu,5,5,0,0
bigram,na stůl,5,5,0,0
bigram,ordinace v,5,5,0,0
bigram,v růžové,5,5,0,0
bigram,růžové zahradě,5,5,0,0
bigram,4 křížovka,5,5,0,0
bigram,2026 program,5,5,0,0
bigram,bšk zmaj,5,5,0,0
bigram,buřty na,5,5,0,0
bigram,bušení srdce,5,5,0,0
bigram,dům na,5,5,0,0
bigram,b řidičák,5,5,0,0
bigram,na dveře,5,5,0,0
bigram,barada düşünje,5,5,0,0
bigram,čeho je,5,5,0,0
bigram,na obličeji,5,5,0,0
bigram,kadeřnictví praha,5,5,0,0
bigram,pro seniory,5,5,0,0
bigram,s.r.o. recenze,5,5,0,0
bigram,uzeným masem,5,5,0,0
bigram,dát si,5,5,0,0
bigram,k ý,5,5,0,0
bigram,značka fyzika,5,5,0,0
bigram,průměrná mzda,5,5,0,0
bigram,češi na,5,5,0,0
bigram,50 1978,5,5,0,0
bigram,1978 sb,5,5,0,0
bigram,v zimě,5,5,0,0
bigram,skupina a,5,5,0,0
bigram,čhv u,5,5,0,0
bigram,z vepřového,5,5,0,0
bigram,vepřového masa,5,5,0,0
bigram,v kostce,5,5,0,0
bigram,čsn 73,5,5,0,0
bigram,čla trutnov,5,5,0,0
bigram,dny v,5,5,0,0
bigram,dohoda o,5,5,0,0
bigram,ukončení pracovního,5,5,0,0
bigram,dopravní nehodě,5,5,0,0
bigram,dopravní nehody,5,5,0,0
bigram,čúbp č,5,5,0,0
bigram,č in,5,5,0,0
bigram,ascii code,5,5,0,0
bigram,2005 sb,5,5,0,0
bigram,2016 sb,5,5,0,0
bigram,č zkratka,5,5,0,0
bigram,č 40,5,5,0,0
bigram,živnost č,5,5,0,0
bigram,o dani,5,5,0,0
bigram,2013 sb,5,5,0,0
bigram,pro nejmenší,5,5,0,0
bigram,po operaci,5,5,0,0
bigram,prázdniny 2026,5,5,0,0
bigram,dsš lendava,5,5,0,0
bigram,v hudbě,5,5,0,0
bigram,a jedna,5,5,0,0
bigram,ď d,5,5,0,0
bigram,v autě,5,5,0,0
bigram,pronunciation czech,5,5,0,0
bigram,nikola tesla,5,5,0,0
bigram,veřejné zakázky,5,5,0,0
bigram,vína zaplatím,5,5,0,0
bigram,pro začátečníky,5,5,0,0
bigram,fpe zču,5,5,0,0
bigram,fasonlar 2024,5,5,0,0
bigram,správa železnic,5,5,0,0
bigram,fráňa šrámek,5,5,0,0
bigram,e ě,5,5,0,0
bigram,listové těsto,5,5,0,0
bigram,fs čvut,5,5,0,0
bigram,evropa ě,5,5,0,0
bigram,řecké písmeno,5,5,0,0
bigram,bakalářské práce,5,5,0,0
bigram,f ý,5,5,0,0
bigram,j &,5,5,0,0
bigram,tepelné čerpadlo,5,5,0,0
bigram,se anglicky,5,5,0,0
bigram,na šest,5,5,0,0
bigram,gyčio paškevičiaus,5,5,0,0
bigram,kde sledovat,5,5,0,0
bigram,smútočné oznámenia,5,5,0,0
bigram,u dvou,5,5,0,0
bigram,smuteční oznámení,5,5,0,0
bigram,tiếng anh,5,5,0,0
bigram,odborná škola,5,5,0,0
bigram,v bytě,5,5,0,0
bigram,písmeno řecké,5,5,0,0
bigram,h h,5,5,0,0
bigram,h ý,5,5,0,0
bigram,světa v,5,5,0,0
bigram,v hokeji,5,5,0,0
bigram,týž tentýž,5,5,0,0
bigram,piškotová roláda,5,5,0,0
bigram,i když,5,5,0,0
bigram,išlské dortíčky,5,5,0,0
bigram,dolný kubín,5,5,0,0
bigram,inď vs,5,5,0,0
bigram,je týden,5,5,0,0
bigram,i í,5,5,0,0
bigram,ý i,5,5,0,0
bigram,žnl vpž,5,5,0,0
bigram,v ňom,5,5,0,0
bigram,jeď opatrně,5,5,0,0
bigram,jak napsat,5,5,0,0
bigram,maťo ďurinda,5,5,0,0
bigram,jak udelat,5,5,0,0
bigram,udelat ň,5,5,0,0
bigram,kácení stromů,5,5,0,0
bigram,vodu pije,5,5,0,0
bigram,pije víno,5,5,0,0
bigram,káťa a,5,5,0,0
bigram,se význam,5,5,0,0
bigram,podstatných jmen,5,5,0,0
bigram,kuřecí maso,5,5,0,0
bigram,a partneři,5,5,0,0
bigram,škofja loka,5,5,0,0
bigram,kúsok zo,5,5,0,0
bigram,zo mňa,5,5,0,0
bigram,na krk,5,5,0,0
bigram,zlá babička,5,5,0,0
bigram,podle §,5,5,0,0
bigram,k žižkovu,5,5,0,0
bigram,láďa hruška,5,5,0,0
bigram,lečo s,5,5,0,0
bigram,rostlina křížovka,5,5,0,0
bigram,jestřábi prostějov,5,5,0,0
bigram,celý den,5,5,0,0
bigram,na nádobí,5,5,0,0
bigram,v mš,5,5,0,0
bigram,odjezdy vlaků,5,5,0,0
bigram,mrzák inishmaanský,5,5,0,0
bigram,muďoul trojlaločný,5,5,0,0
bigram,můj čas,5,5,0,0
bigram,pítko pro,5,5,0,0
bigram,nátěr na,5,5,0,0
bigram,nekonečný příběh,5,5,0,0
bigram,křížovka na,5,5,0,0
bigram,nhý villa,5,5,0,0
bigram,nůše na,5,5,0,0
bigram,nvš krepšelis,5,5,0,0
bigram,opýtaj sa,5,5,0,0
bigram,n ý,5,5,0,0
bigram,slovník naučný,5,5,0,0
bigram,ožji družinski,5,5,0,0
bigram,o ďáblovi,5,5,0,0
bigram,mấy giờ,5,5,0,0
bigram,12 měsíčkách,5,5,0,0
bigram,ó ženy,5,5,0,0
bigram,2 combi,5,5,0,0
bigram,octavia 1,5,5,0,0
bigram,a jeho,5,5,0,0
bigram,píseň dokola,5,5,0,0
bigram,je ť,5,5,0,0
bigram,ppš 41,5,5,0,0
bigram,t šroub,5,5,0,0
bigram,9 třída,5,5,0,0
bigram,ťažký týždeň,5,5,0,0
bigram,přiznání k,5,5,0,0
bigram,na ť,5,5,0,0
bigram,učme se,5,5,0,0
bigram,uč se,5,5,0,0
bigram,učňovské kadeřnictví,5,5,0,0
bigram,daně 2026,5,5,0,0
bigram,ve sportce,5,5,0,0
bigram,ruža pre,5,5,0,0
bigram,musí být,5,5,0,0
bigram,os ř,5,5,0,0
bigram,ř v,5,5,0,0
bigram,ř 5,5,5,0,0
bigram,saša rašilov,5,5,0,0
bigram,sbš ostrava,5,5,0,0
bigram,u pěti,5,5,0,0
bigram,a voš,5,5,0,0
bigram,xuýt xoa,5,5,0,0
bigram,uršula kluková,5,5,0,0
bigram,uřád práce,5,5,0,0
bigram,s ů,5,5,0,0
bigram,šampon na,5,5,0,0
bigram,šaolinový olej,5,5,0,0
bigram,0 63,5,5,0,0
bigram,šaffova ostroha,5,5,0,0
bigram,sereď vs,5,5,0,0
bigram,v říši,5,5,0,0
bigram,šly panenky,5,5,0,0
bigram,šl 11,5,5,0,0
bigram,šm 11,5,5,0,0
bigram,šúdolská viecha,5,5,0,0
bigram,veľký krtíš,5,5,0,0
bigram,á ra,5,5,0,0
bigram,ra sro,5,5,0,0
bigram,š 328,5,5,0,0
bigram,š 80,5,5,0,0
bigram,tužka na,5,5,0,0
bigram,tv šlágr,5,5,0,0
bigram,tv živě,5,5,0,0
bigram,u řeky,5,5,0,0
bigram,2 třída,5,5,0,0
bigram,u ý,5,5,0,0
bigram,vědecká knihovna,5,5,0,0
bigram,vím že,5,5,0,0
bigram,vžít se,5,5,0,0
bigram,v obytné,5,5,0,0
bigram,ý w,5,5,0,0
bigram,ýeňiş güni,5,5,0,0
bigram,ýaman eken,5,4,0,0
bigram,ýol hereketiniň,5,5,0,0
bigram,ýulduz usmonova,5,5,0,0
bigram,ý lan,5,5,0,0
bigram,ý 750,5,5,0,0
bigram,zkšt žalec,5,5,0,0
bigram,zš 1,5,5,0,0
bigram,zš 9,5,5,0,0
bigram,ž liauksmino,5,5,0,0
bigram,9 ročník,5,5,0,0
bigram,6 třída,5,5,0,0
bigram,žgvacet od,5,5,0,0
bigram,1 žnl,5,5,0,0
bigram,žrď na,5,5,0,0
bigram,ž burger,5,5,0,0
bigram,úvazek 0,5,5,0,0
bigram,1a třída,5,5,0,0
bigram,třída skupina,5,5,0,0
bigram,pásmo paušální,5,5,0,0
bigram,superstar finalisté,5,5,0,0
bigram,švédská hokejová,5,5,0,0
bigram,2 česká,5,5,0,0
bigram,2 izbový,5,5,0,0
bigram,2 kčs,5,5,0,0
bigram,pohovka s,5,5,0,0
bigram,2 pád,5,5,0,0
bigram,8 ročník,5,5,0,0
bigram,června znamení,5,5,0,0
bigram,zš mladá,5,5,0,0
bigram,3 mušketýři,5,5,0,0
bigram,3 pád,5,5,0,0
bigram,3 ženy,5,5,0,0
bigram,žen a,5,5,0,0
bigram,4 izbový,5,5,0,0
bigram,4 rockeři,5,5,0,0
bigram,třída matematika,5,5,0,0
bigram,nemoc příznaky,5,5,0,0
bigram,5 ý,5,5,0,0
bigram,gậy ý,5,5,0,0
bigram,října svátek,5,5,0,0
bigram,žen jindřicha,5,5,0,0
bigram,7 smrtelných,5,5,0,0
bigram,smrtelných hříchů,5,5,0,0
bigram,9 zš,5,5,0,0
bigram,za lampe,5,5,0,0
bigram,ab šimić,5,5,0,0
bigram,ac vyškov,5,5,0,0
bigram,ad hoc,5,5,0,0
bigram,aeg myčka,5,5,0,0
bigram,aftózní stomatitida,5,5,0,0
bigram,ag štěpánská,5,5,0,0
bigram,čočková polévka,4,4,0,0
bigram,ě nebo,4,4,0,0
bigram,jiřina bohdalová,4,4,0,0
bigram,radeček koncerty,4,4,0,0
bigram,áÿ ážšáž,4,3,0,0
bigram,áž tm,4,4,0,0
bigram,škoda auto,4,4,0,0
bigram,časová pásma,4,4,0,0
bigram,bdělá okna,4,4,0,0
bigram,čárka před,4,4,0,0
bigram,na zuby,4,4,0,0
bigram,činoherní klub,4,4,0,0
bigram,býčí žlázy,4,4,0,0
bigram,žijí duchové,4,4,0,0
bigram,aýaz baba,4,4,0,0
bigram,b komplex,4,4,0,0
bigram,sport živě,4,4,0,0
bigram,č j,4,4,0,0
bigram,s klobásou,4,4,0,0
bigram,fáze měsíce,4,4,0,0
bigram,áňa štaidlová,4,4,0,0
bigram,s námi,4,4,0,0
bigram,hlášení škody,4,4,0,0
bigram,počasí praha,4,4,0,0
bigram,d1 aktuálně,4,4,0,0
bigram,fřeude coffee,4,4,0,0
bigram,půl chlapa,4,4,0,0
bigram,ďragon ball,4,4,0,0
bigram,eňa vacvalová,4,4,0,0
bigram,eště som,4,4,0,0
bigram,eiffelova věž,4,4,0,0
bigram,letiště praha,4,4,0,0
bigram,jídelní stůl,4,4,0,0
bigram,se špenátem,4,4,0,0
bigram,guláš recept,4,4,0,0
bigram,gž klinika,4,4,0,0
bigram,jšk advokátní,4,4,0,0
bigram,hěn gāoxìng,4,4,0,0
bigram,hdp čr,4,4,0,0
bigram,pro miminko,4,4,0,0
bigram,ht dveře,4,4,0,0
bigram,hůlky na,4,4,0,0
bigram,iž 27,4,4,0,0
bigram,air purifier,4,4,0,0
bigram,kéž by,4,4,0,0
bigram,kýta na,4,4,0,0
bigram,kýlní pás,4,4,0,0
bigram,si včera,4,4,0,0
bigram,včera bol,4,4,0,0
bigram,kšíry pro,4,4,0,0
bigram,kynutý knedlík,4,4,0,0
bigram,kuře na,4,4,0,0
bigram,na paprice,4,4,0,0
bigram,olej účinky,4,4,0,0
bigram,na c,4,4,0,0
bigram,pronunciation in,4,4,0,0
bigram,lš nitra,4,4,0,0
bigram,a předsudek,4,4,0,0
bigram,máslový krém,4,4,0,0
bigram,metoda markovič,4,4,0,0
bigram,móda prostějov,4,4,0,0
bigram,míša řezy,4,4,0,0
bigram,mňam mňam,4,4,0,0
bigram,pojišťovna kontakt,4,4,0,0
bigram,krční páteře,4,4,0,0
bigram,né pětku,4,4,0,0
bigram,pětku né,4,4,0,0
bigram,mýlit se,4,4,0,0
bigram,méďa ted,4,4,0,0
bigram,s jablky,4,4,0,0
bigram,společnost a.s,4,4,0,0
bigram,do trouby,4,4,0,0
bigram,mývalí kočka,4,4,0,0
bigram,invalidní důchod,4,4,0,0
bigram,n s,4,4,0,0
bigram,oě arena,4,4,0,0
bigram,náplň do,4,4,0,0
bigram,ověření platnosti,4,4,0,0
bigram,pěší zóna,4,4,0,0
bigram,převody jednotek,4,4,0,0
bigram,oto klempíř,4,4,0,0
bigram,pštrosí vejce,4,4,0,0
bigram,upíří deníky,4,4,0,0
bigram,ťzp s,4,4,0,0
bigram,nářečně křížovka,4,4,0,0
bigram,učící věž,4,4,0,0
bigram,rudolf hrušínský,4,4,0,0
bigram,sýrová omáčka,4,4,0,0
bigram,řazení vlaků,4,4,0,0
bigram,na motorku,4,4,0,0
bigram,ch kovo,4,4,0,0
bigram,r a,4,4,0,0
bigram,na ples,4,4,0,0
bigram,sčítací operáty,4,4,0,0
bigram,ř sound,4,4,0,0
bigram,práce brno,4,4,0,0
bigram,šsk bílovec,4,4,0,0
bigram,o právech,4,4,0,0
bigram,z vězení,4,4,0,0
bigram,box na,4,4,0,0
bigram,konci slova,4,4,0,0
bigram,šd 11,4,4,0,0
bigram,úsměvy smutných,4,4,0,0
bigram,smutných mužů,4,4,0,0
bigram,vňať z,4,4,0,0
bigram,kuchyňskou linku,4,4,0,0
bigram,u matěje,4,4,0,0
bigram,šrucha zelná,4,4,0,0
bigram,šrouby do,4,4,0,0
bigram,těsto na,4,4,0,0
bigram,do bot,4,4,0,0
bigram,tísňová linka,4,4,0,0
bigram,uprostřed slova,4,4,0,0
bigram,týniště nad,4,4,0,0
bigram,úrazové pojištění,4,4,0,0
bigram,úštěk akce,4,4,0,0
bigram,úvěr na,4,4,0,0
bigram,čisté mzdy,4,4,0,0
bigram,východ slunce,4,4,0,0
bigram,podílový fond,4,4,0,0
bigram,xénia gregušová,4,4,0,0
bigram,v34 bělící,4,4,0,0
bigram,bělící korektor,4,4,0,0
bigram,w5 čistič,4,4,0,0
bigram,yčo g,4,4,0,0
bigram,köýnek fasonlar,4,4,0,0
bigram,ýer titreme,4,4,0,0
bigram,í ofni,4,4,0,0
bigram,zjistit telefonní,4,4,0,0
bigram,ýmir kópavogur,4,4,0,0
bigram,şygary 2026,4,4,0,0
bigram,zvýšení platů,4,4,0,0
bigram,znamení zvěrokruhu,4,4,0,0
bigram,daně 2025,4,4,0,0
bigram,průkaz online,4,4,0,0
bigram,žydrūnas savickas,4,4,0,0
bigram,žůžo labůžo,4,4,0,0
bigram,ženy v,4,4,0,0
bigram,ma pel,4,4,0,0
bigram,05 a,4,4,0,0
bigram,odstínů šedi,4,4,0,0
bigram,50 odstínů,4,4,0,0
bigram,610 metrů,4,4,0,0
bigram,metrů nad,4,4,0,0
bigram,nad zemí,4,4,0,0
bigram,adjustační ponožky,4,4,0,0
bigram,8 týden,4,4,0,0
bigram,9 platová,4,4,0,0
bigram,adc autodoplňky,4,4,0,0
bigram,třída ve,4,4,0,0
bigram,ve státní,4,4,0,0
bigram,státní správě,4,4,0,0
bigram,kalendář 2025,4,4,0,0
bigram,počasí březen,4,4,0,0
bigram,považská bystrica,4,4,0,0
bigram,abu dhabi,4,4,0,0
bigram,s výměníkem,4,4,0,0
bigram,ače semizovac,4,4,0,0
bigram,ty jsi,4,3,0,0
bigram,se vyrábí,4,4,0,0
bigram,ve světě,4,4,0,0
bigram,nový bydžov,4,4,0,0
bigram,amj košile,4,4,0,0
bigram,atď po,4,4,0,0
bigram,choroba výskyt,4,4,0,0
bigram,ulož to,4,4,0,0
bigram,střední školy,4,4,0,0
bigram,se ti,4,4,0,0
bigram,a bude,4,4,0,0
bigram,procvičování ú,4,4,0,0
bigram,albi tužka,4,4,0,0
bigram,aýbölek eken,4,4,0,0
bigram,azylový dům,4,4,0,0
bigram,s dětmi,4,4,0,0
bigram,legal advokátní,4,4,0,0
bigram,víš co,4,4,0,0
bigram,kaše recept,4,4,0,0
bigram,nad nisou,4,4,0,0
bigram,zážitky pro,4,4,0,0
bigram,dárky pro,4,4,0,0
bigram,vyléčit rakovina,4,4,0,0
bigram,š en,4,4,0,0
bigram,š e,4,4,0,0
bigram,e n,4,4,0,0
bigram,na záda,4,4,0,0
bigram,básničky 4,4,4,0,0
bigram,4 sloky,4,4,0,0
bigram,sloky pro,4,4,0,0
bigram,stavební společnost,4,4,0,0
bigram,to končí,4,4,0,0
bigram,se na,4,4,0,0
bigram,blbý a,4,4,0,0
bigram,a blbější,4,4,0,0
bigram,javni poziv,4,4,0,0
bigram,v noci,4,4,0,0
bigram,beáta kaňoková,4,4,0,0
bigram,b tým,4,4,0,0
bigram,boží dar,4,4,0,0
bigram,doplněk stravy,4,4,0,0
bigram,brémští muzikanti,4,4,0,0
bigram,prostorni planovi,4,4,0,0
bigram,bršlice kozí,4,4,0,0
bigram,kozí noha,4,4,0,0
bigram,na pivu,4,4,0,0
bigram,těhotnej kuchař,4,4,0,0
bigram,všem klukům,4,4,0,0
bigram,na kabely,4,4,0,0
bigram,hà nội,4,4,0,0
bigram,búvaj dieťa,4,4,0,0
bigram,dieťa krásne,4,4,0,0
bigram,v horkovzdušné,4,4,0,0
bigram,horkovzdušné fritéze,4,4,0,0
bigram,který je,4,4,0,0
bigram,bývalý ministr,4,4,0,0
bigram,jižní čechy,4,4,0,0
bigram,caše za,4,4,0,0
bigram,územní plán,4,4,0,0
bigram,čau čau,4,4,0,0
bigram,dýdy baba,4,4,0,0
bigram,české dráhy,4,4,0,0
bigram,černá hora,4,4,0,0
bigram,typu a,4,4,0,0
bigram,jméno na,4,4,0,0
bigram,ck české,4,4,0,0
bigram,české kormidlo,4,4,0,0
bigram,cký čtí,4,4,0,0
bigram,což takhle,4,4,0,0
bigram,los angeles,4,4,0,0
bigram,chrčení při,4,4,0,0
bigram,při dýchání,4,4,0,0
bigram,u miminka,4,4,0,0
bigram,čt art,4,4,0,0
bigram,čt4 sport,4,4,0,0
bigram,anglicky na,4,4,0,0
bigram,na ř,4,4,0,0
bigram,na oblečení,4,4,0,0
bigram,v srdci,4,4,0,0
bigram,římská číslice,4,4,0,0
bigram,c ťiang,4,4,0,0
bigram,č š,4,4,0,0
bigram,žloutenka c,4,4,0,0
bigram,pomazánka recept,4,4,0,0
bigram,čaj na,4,4,0,0
bigram,čalouněná postel,4,4,0,0
bigram,čbr fi,4,4,0,0
bigram,povinného ručení,4,4,0,0
bigram,pojistné události,4,4,0,0
bigram,hrách medaile,4,4,0,0
bigram,čh bratislava,4,4,0,0
bigram,ste husličky,4,4,0,0
bigram,kuřecího masa,4,4,0,0
bigram,příbuzná slova,4,4,0,0
bigram,čísla sportky,4,4,0,0
bigram,čítanka v,4,4,0,0
bigram,4 ročník,4,4,0,0
bigram,pojištění 2026,4,4,0,0
bigram,vs nk,4,4,0,0
bigram,dnž nešković,4,4,0,0
bigram,črpalka za,4,4,0,0
bigram,účastníci dopravní,4,4,0,0
bigram,češky unesené,4,4,0,0
bigram,unesené v,4,4,0,0
bigram,penzijní společnost,4,4,0,0
bigram,štítná žláza,4,4,0,0
bigram,živé vysílání,4,4,0,0
bigram,z mletého,4,4,0,0
bigram,mletého masa,4,4,0,0
bigram,na iban,4,4,0,0
bigram,na telefon,4,4,0,0
bigram,toaletní papír,4,4,0,0
bigram,švp mš,4,4,0,0
bigram,spišská nová,4,4,0,0
bigram,nová ves,4,4,0,0
bigram,čz 83,4,4,0,0
bigram,byt č,4,4,0,0
bigram,č 13,4,4,0,0
bigram,č p,4,4,0,0
bigram,p č,4,4,0,0
bigram,que é,4,4,0,0
bigram,html code,4,4,0,0
bigram,č 10,4,4,0,0
bigram,in latex,4,4,0,0
bigram,to type,4,4,0,0
bigram,2025 sb,4,4,0,0
bigram,řazení č,4,4,0,0
bigram,štola č,4,4,0,0
bigram,1 jáchymov,4,4,0,0
bigram,finanční úřad,4,4,0,0
bigram,č v,4,4,0,0
bigram,what language,4,4,0,0
bigram,xzn č,4,4,0,0
bigram,utf 8,4,4,0,0
bigram,č 56,4,4,0,0
bigram,56 2001,4,4,0,0
bigram,2001 sb,4,4,0,0
bigram,2004 sb,4,4,0,0
bigram,č 0361,4,4,0,0
bigram,skutečných majitelů,4,4,0,0
bigram,osobných údajov,4,4,0,0
bigram,č 90,4,4,0,0
bigram,dárek pro,4,4,0,0
bigram,lysá nad,4,4,0,0
bigram,v jízdě,4,4,0,0
bigram,konferenční stolek,4,4,0,0
bigram,děhel čínský,4,4,0,0
bigram,อ่าน ว่า,4,4,0,0
bigram,červené čočky,4,4,0,0
bigram,z hlívy,4,4,0,0
bigram,sen diňe,4,3,0,0
bigram,přídavných jmen,4,4,0,0
bigram,dušená mrkev,4,4,0,0
bigram,dši novo,4,4,0,0
bigram,jihočeského kraje,4,4,0,0
bigram,osvč 2025,4,4,0,0
bigram,dvířka do,4,4,0,0
bigram,do vany,4,4,0,0
bigram,rodičovský příspěvek,4,4,0,0
bigram,džbán na,4,4,0,0
bigram,na pivo,4,4,0,0
bigram,cestovní kancelář,4,4,0,0
bigram,sušeného droždí,4,4,0,0
bigram,liptovský mikuláš,4,4,0,0
bigram,d ž,4,4,0,0
bigram,ž m,4,4,0,0
bigram,ďoa sholat,4,4,0,0
bigram,e řidičák,4,4,0,0
bigram,ešče som,4,4,0,0
bigram,sa prevodom,4,4,0,0
bigram,e učebnice,4,4,0,0
bigram,v zahraničí,4,4,0,0
bigram,v kleci,4,4,0,0
bigram,ježek sonic,4,4,0,0
bigram,u mužů,4,4,0,0
bigram,je ě,4,4,0,0
bigram,portál farmáře,4,4,0,0
bigram,nad váhom,4,4,0,0
bigram,czech pronunciation,4,4,0,0
bigram,ě in,4,4,0,0
bigram,sound in,4,4,0,0
bigram,doplňování ě,4,4,0,0
bigram,farma zvířat,4,4,0,0
bigram,feferonkový salát,4,4,0,0
bigram,denní menu,4,4,0,0
bigram,divadlo program,4,4,0,0
bigram,se synonymum,4,4,0,0
bigram,pro koně,4,4,0,0
bigram,kde je,4,4,0,0
bigram,koynek fasonlar,4,4,0,0
bigram,ý văn,4,4,0,0
bigram,văn kiện,4,4,0,0
bigram,kiện đại,4,4,0,0
bigram,đại hội,4,4,0,0
bigram,ý sửa,4,4,0,0
bigram,sửa đổi,4,4,0,0
bigram,đổi hiến,4,4,0,0
bigram,koncert 2026,4,4,0,0
bigram,gulášová polévka,4,4,0,0
bigram,howa maglumaty,4,4,0,0
bigram,na predaj,4,4,0,0
bigram,týpci a,4,4,0,0
bigram,a zbraně,4,4,0,0
bigram,g 6,4,4,0,0
bigram,ledeč nad,4,4,0,0
bigram,zavod za,4,4,0,0
bigram,za zapošljavanje,4,4,0,0
bigram,na houbách,4,4,0,0
bigram,hpv virus,4,4,0,0
bigram,hada na,4,4,0,0
bigram,na prsou,4,4,0,0
bigram,hšrs rezultati,4,4,0,0
bigram,hů a,4,3,0,0
bigram,a hů,4,3,0,0
bigram,ísť po,4,4,0,0
bigram,řeznictví h+,4,4,0,0
bigram,h věty,4,4,0,0
bigram,u kočky,4,4,0,0
bigram,iň gowy,4,4,0,0
