type,token_or_ngram,frequency,phrase_count,as_head_count,as_modifier_count
token,fond,13,13,4,9
token,kariera,13,13,1,12
token,klavesnici,13,13,8,5
token,harmonogram,13,13,0,13
token,oě,13,13,12,1
token,bohyně,13,13,0,13
token,mudr.,13,13,0,13
token,košile,13,13,2,11
token,pračka,13,13,1,12
token,láska,13,13,3,10
token,chat,13,13,11,2
token,hra,13,13,1,12
token,helena,13,13,7,6
token,ťing,13,13,12,1
token,ivysílání,13,13,10,3
token,chléb,13,13,0,13
token,doprava,13,13,0,13
token,kšiltovka,13,13,11,2
token,kopřivnice,13,13,1,12
token,domů,13,13,9,4
token,rc,13,13,11,2
token,jozef,13,13,10,3
token,nabídka,13,13,0,13
token,mk,13,13,12,1
token,mdž,13,13,12,1
token,německo,13,13,2,11
token,životní,13,13,3,10
token,mčr,13,13,13,0
token,mlýnek,13,13,9,4
token,mšmt,13,13,10,3
token,celá,13,13,1,12
token,kabát,13,13,3,10
token,ořechy,13,13,2,11
token,chřipka,13,13,9,4
token,půjčka,13,13,5,8
token,plyšák,13,13,1,12
token,da,13,12,4,9
token,quý,13,13,10,3
token,všcht,13,13,11,2
token,řbitov,13,13,13,0
token,pila,13,13,0,13
token,sčvk,13,13,13,0
token,ples,13,13,2,11
token,šfrb,13,13,13,0
token,šj,13,13,13,0
token,šc,13,13,13,0
token,chotěboř,13,13,1,12
token,šťastný,13,13,9,4
token,domu,13,12,0,13
token,rychlost,13,13,1,12
token,lesy,13,13,2,11
token,šlágr,13,13,8,5
token,hračky,13,13,1,12
token,účastníci,13,13,7,6
token,štefan,13,13,10,3
token,banja,13,13,1,12
token,tš,13,13,13,0
token,žaluzie,13,13,7,6
token,ťiang,13,13,5,8
token,plán,13,13,3,10
token,čárkou,13,13,9,4
token,žebříček,13,13,2,11
token,zpoždění,13,13,10,3
token,žehlička,13,13,11,2
token,les,13,13,1,12
token,zelená,13,13,0,13
token,žz,13,13,11,2
token,festival,13,13,2,11
token,zákoník,13,13,1,12
token,matěj,13,13,12,1
token,deň,13,13,8,5
token,daňové,13,13,8,5
token,ohař,13,13,8,5
token,lanškroun,13,13,1,12
token,čtyři,13,13,6,7
token,tužka,13,13,9,4
token,toý,13,13,11,2
token,zdraví,13,13,0,13
token,jmeno,13,13,3,10
token,r.o,13,13,0,13
token,dcera,13,13,2,11
token,okres,13,13,0,13
token,čechy,13,13,4,9
token,things,13,13,0,13
token,gymnázium,13,13,1,12
token,špz,13,13,10,3
token,michaela,13,13,12,1
token,převodovka,13,13,3,10
token,jmen,13,13,0,13
token,čidlo,13,13,11,2
token,otevřených,13,13,0,13
token,dom,13,13,3,10
token,přehled,13,13,5,8
token,zákoníku,13,13,0,13
token,českého,13,13,0,13
token,soňa,13,13,11,2
token,dž,13,10,10,0
token,špaček,13,13,12,1
token,žirafa,13,13,7,6
token,přehrada,13,13,2,11
token,naše,13,13,10,3
token,3d,13,13,0,13
token,užívání,13,13,9,4
token,burger,13,13,5,8
token,mz,13,13,9,4
token,jeď,13,13,8,5
token,krůtí,13,13,12,1
token,kž,13,13,10,3
token,řetěz,13,13,7,6
token,mým,13,13,10,3
token,ok,13,13,11,2
token,mozku,13,13,0,13
token,suýt,13,13,9,4
token,španělská,13,13,13,0
token,žnk,13,12,12,0
token,hokejová,13,13,0,13
token,televize,12,11,3,9
token,olympijských,12,12,0,12
token,jiřina,12,12,10,2
token,klávesnici,12,12,2,10
token,cžv,12,12,12,0
token,leoš,12,12,11,1
token,celer,12,12,0,12
token,tai,12,12,0,12
token,šš,12,12,12,0
token,písnička,12,12,1,11
token,zuby,12,12,1,11
token,usa,12,12,1,11
token,německy,12,12,2,10
token,aňa,12,12,12,0
token,vzduchu,12,12,0,12
token,činky,12,12,11,1
token,čj,12,12,11,1
token,ck,12,12,11,1
token,črs,12,12,10,2
token,článek,12,12,10,2
token,dřevěné,12,12,6,6
token,ff,12,12,1,11
token,d1,12,12,0,12
token,ďc,12,12,9,3
token,ďd,12,12,12,0
token,ďe,12,12,7,5
token,ďm,12,12,12,0
token,eňo,12,12,12,0
token,eř,12,12,12,0
token,gčp,12,12,12,0
token,géčko,12,12,10,2
token,stav,12,12,1,11
token,podmínky,12,12,0,12
token,jš,12,12,11,1
token,přes,12,12,1,11
token,hěn,12,12,11,1
token,hk,12,12,8,4
token,rýže,12,12,1,11
token,kuřim,12,12,2,10
token,tanec,12,12,0,12
token,ivana,12,12,10,2
token,íčko,12,12,12,0
token,dortíčky,12,12,0,12
token,iňlis,12,12,11,1
token,maršálek,12,12,0,12
token,ušák,12,12,11,1
token,jč,12,12,12,0
token,kéž,12,12,12,0
token,kýta,12,12,10,2
token,ještěd,12,12,7,5
token,lžíce,12,12,11,1
token,půlnoční,12,12,12,0
token,vodopád,12,12,0,12
token,patrik,12,12,7,5
token,týždeň,12,12,6,6
token,míša,12,12,12,0
token,žďorp,12,12,2,10
token,krční,12,12,5,7
token,nčzd,12,12,12,0
token,němčina,12,12,1,11
token,kleště,12,12,1,11
token,peče,12,12,3,9
token,alebo,12,12,0,12
token,ukrajina,12,12,1,11
token,keyboard,12,12,5,7
token,odznak,12,12,10,2
token,vejce,12,12,2,10
token,podložka,12,12,2,10
token,survivor,12,12,0,12
token,ríša,12,11,9,2
token,události,12,12,7,5
token,ušní,12,12,10,2
token,rč,12,12,10,2
token,nahoře,12,12,10,2
token,zdravotní,12,12,4,8
token,1a,12,12,0,12
token,teploměr,12,12,1,11
token,řasenka,12,12,10,2
token,sř,12,12,11,1
token,dovolená,12,12,1,11
token,ubytování,12,12,1,11
token,ša,12,12,11,1
token,microsoft,12,12,9,3
token,lanka,12,11,0,12
token,údržba,12,12,10,2
token,vnitřní,12,12,8,4
token,dní,12,12,6,6
token,týdny,12,12,11,1
token,skříňka,12,12,5,7
token,vladimír,12,12,7,5
token,vzp,12,12,8,4
token,stříbra,12,12,3,9
token,1ž,12,12,0,12
token,yě,12,12,12,0
token,ýr,12,12,11,1
token,moč,12,12,2,10
token,aňsat,12,12,10,2
token,standings,12,12,0,12
token,kofta,12,12,0,12
token,žc,12,12,12,0
token,žbirka,12,12,10,2
token,štěstí,12,12,2,10
token,žp,12,12,12,0
token,žralok,12,12,10,2
token,karty,12,12,0,12
token,žž,12,12,11,1
token,3ď,12,12,0,12
token,obi,12,12,3,9
token,platová,12,12,11,1
token,ženu,12,12,0,12
token,acš,12,12,12,0
token,pohár,12,12,1,11
token,vrijeme,12,12,1,11
token,způsob,12,12,6,6
token,vložky,12,12,4,8
token,volby,12,12,6,6
token,eken,12,9,2,10
token,nikola,12,12,5,7
token,monika,12,12,9,3
token,ježek,12,12,9,3
token,bižuterie,12,12,10,2
token,ný,12,12,12,0
token,bačkory,12,12,8,4
token,koupit,12,12,1,11
token,běh,12,12,3,9
token,kemp,12,12,2,10
token,bpž,12,12,10,2
token,dýchání,12,12,2,10
token,který,12,11,5,6
token,stranger,12,12,1,11
token,čech,12,12,7,5
token,čtečka,12,12,7,5
token,statek,12,12,0,12
token,sv,12,12,4,8
token,čerpadlo,12,12,3,9
token,čsl,12,12,3,9
token,páteř,12,12,4,8
token,železo,12,12,5,7
token,krnov,12,12,3,9
token,kranj,12,12,0,12
token,čp,12,12,12,0
token,šport,12,12,5,7
token,reiksme,12,12,1,11
token,how,12,12,11,1
token,language,12,12,6,6
token,stěna,12,12,0,12
token,frýdlant,12,12,4,8
token,uničov,12,12,1,11
token,agro,12,12,5,7
token,nebe,12,12,1,11
token,těšín,12,12,1,11
token,tyčový,12,12,9,3
token,evžen,12,12,12,0
token,šrámek,12,12,6,6
token,zvířat,12,12,0,12
token,julie,12,12,7,5
token,obličej,12,12,1,11
token,zvolen,12,12,0,12
token,world,12,12,11,1
token,výrobce,12,12,2,10
token,ňaňa,12,12,12,0
token,matrace,12,12,2,10
token,kožní,12,12,5,7
token,mostar,12,12,0,12
token,laďka,12,12,11,1
token,yên,12,12,0,12
token,taška,12,12,8,4
token,výzva,12,12,9,3
token,jaké,12,12,12,0
token,tarot,12,12,1,11
token,sýr,12,12,2,10
token,stavebniny,12,12,1,11
token,křtiny,12,12,7,5
token,kzž,12,12,9,3
token,měú,12,12,12,0
token,škwor,12,12,12,0
token,svůj,12,12,10,2
token,veď,12,12,10,2
token,šu,12,8,8,0
token,ždb,12,12,12,0
token,žo,12,10,10,0
token,ďumbierska,12,12,12,0
token,čtvrtletní,12,12,12,0
token,písemná,12,12,0,12
token,zimních,11,11,0,11
token,mořský,11,11,5,6
token,jču,11,11,10,1
token,zítra,11,11,6,5
token,řízek,11,11,5,6
token,šedý,11,11,3,8
token,čro,11,11,11,0
token,spořící,11,11,3,8
token,čši,11,11,11,0
token,kas,11,11,1,10
token,reikšmė,11,11,0,11
token,dobrý,11,11,3,8
token,ýt,11,11,11,0
token,honzy,11,11,1,10
token,dědka,11,11,0,11
token,živnostenský,11,11,10,1
token,bčs,11,11,10,1
token,bč,11,11,10,1
token,čfl,11,11,11,0
token,duše,11,11,1,10
token,zubů,11,11,0,11
token,čbf,11,11,10,1
token,katastru,11,11,0,11
token,čína,11,11,10,1
token,kariéra,11,11,0,11
token,býk,11,11,9,2
token,žlázy,11,11,3,8
token,bžany,11,11,10,1
token,ašvaganda,11,11,11,0
token,aťka,11,11,11,0
token,čks,11,11,11,0
token,rozhlas,11,11,5,6
token,čapek,11,11,10,1
token,čt24,11,11,0,11
token,cčm,11,11,11,0
token,cviky,11,11,3,8
token,kurzy,11,11,1,10
token,čce,11,11,10,1
token,čpp,11,11,11,0
token,čolek,11,11,10,1
token,pobočky,11,11,0,11
token,dlažba,11,11,6,5
token,fc,11,11,7,4
token,ft,11,11,4,7
token,dš,11,11,11,0
token,fš,11,11,11,0
token,dr,11,11,6,5
token,ďr,11,11,11,0
token,star,11,11,0,11
token,eva,11,11,9,2
token,ež,11,11,11,0
token,ěč,11,11,4,7
token,jř,11,11,11,0
token,bank,11,11,1,10
token,gž,11,11,11,0
token,hš,11,11,11,0
token,hory,11,11,0,11
token,jů,11,11,11,0
token,architekti,11,11,2,9
token,reviews,11,11,0,11
token,luhačovice,11,11,7,4
token,ičz,11,11,10,1
token,iď,11,11,6,5
token,my,11,11,6,5
token,kamera,11,11,0,11
token,kčt,11,11,11,0
token,kěyǐ,11,11,0,11
token,lyžařské,11,11,5,6
token,lůj,11,11,10,1
token,ťv,11,11,10,1
token,lš,11,11,11,0
token,pc,11,11,2,9
token,pč,11,11,11,0
token,vzhůru,11,11,10,1
token,word,11,11,4,7
token,mč,11,11,11,0
token,mňága,11,11,11,0
token,méďa,11,11,11,0
token,listového,11,11,1,10
token,atletika,11,11,0,11
token,zločinu,11,11,0,11
token,roce,11,11,0,11
token,velká,11,11,1,10
token,download,11,11,2,9
token,pět,11,11,8,3
token,dámská,11,11,2,9
token,pěší,11,11,8,3
token,bábovka,11,11,2,9
token,kafe,11,11,0,11
token,el,11,11,7,4
token,horní,11,11,2,9
token,šenov,11,11,2,9
token,rýmařov,11,11,6,5
token,rčení,11,11,11,0
token,hovorově,11,11,0,11
token,řlp,11,11,11,0
token,řo,11,11,11,0
token,sčítání,11,11,11,0
token,šťáva,11,11,10,1
token,řd,11,11,6,5
token,římská,11,11,10,1
token,ch,11,11,5,6
token,řasy,11,11,7,4
token,rýmy,11,11,9,2
token,šb,11,11,11,0
token,šh,11,11,11,0
token,šž,11,11,5,6
token,království,11,11,2,9
token,karviná,11,11,1,10
token,skupiny,11,11,2,9
token,šg,11,11,11,0
token,prádlo,11,11,0,11
token,konci,11,11,5,6
token,mužů,11,11,1,10
token,vňať,11,11,11,0
token,luka,11,11,1,10
token,pronounce,11,11,5,6
token,kaunas,11,11,1,10
token,šzp,11,11,9,2
token,šz,11,11,11,0
token,tj,11,11,8,3
token,tž,11,11,11,0
token,tčm,11,11,10,1
token,tč,11,11,11,0
token,čhv,11,11,11,0
token,smrti,11,11,0,11
token,komoda,11,11,10,1
token,východ,11,11,5,6
token,příspěvky,11,11,1,10
token,hlavě,11,11,7,4
token,meme,11,11,3,8
token,ýe,11,11,11,0
token,zřícenina,11,11,9,2
token,ýl,11,11,11,0
token,ýa,11,11,11,0
token,změna,11,11,11,0
token,zpěvák,11,11,2,9
token,muzeum,11,11,2,9
token,bazén,11,11,2,9
token,žt,11,11,11,0
token,žú,11,11,11,0
token,svěrák,11,11,8,3
token,zkoušky,11,11,2,9
token,žfk,11,11,11,0
token,žk,11,11,11,0
token,žkk,11,11,11,0
token,náhradní,11,11,5,6
token,2ž,11,11,0,11
token,zž,11,11,7,4
token,žluva,11,11,10,1
token,žzh,11,11,10,1
token,akční,11,11,10,1
token,soutěž,11,11,1,10
token,kaufland,11,11,0,11
token,umění,11,11,4,7
token,křížů,11,11,11,0
token,doma,11,11,0,11
token,ače,11,11,9,2
token,meno,11,11,0,11
token,prší,11,8,7,1
token,kadaň,11,11,1,10
token,konference,11,11,6,5
token,čokoláda,11,11,3,8
token,hořice,11,11,2,9
token,malá,11,11,5,6
token,san,11,11,2,9
token,spol,11,11,1,10
token,dál,11,11,0,11
token,čtení,11,11,3,8
token,legal,11,11,0,11
token,čakra,11,11,8,3
token,sešit,11,11,9,2
token,oko,11,11,0,11
token,vojtěch,11,11,8,3
token,barbora,11,11,7,4
token,látky,11,11,5,6
token,univerzita,11,11,2,9
token,král,11,11,1,10
token,oheň,11,11,7,4
token,vz,11,11,5,6
token,ústav,11,11,0,11
token,tým,11,11,9,2
token,obecní,11,11,2,9
token,zahradě,11,11,0,11
token,češi,11,11,9,2
token,žns,11,11,10,1
token,ml,11,11,0,11
token,buňka,11,11,9,2
token,které,11,11,3,8
token,buňky,11,11,2,9
token,návod,11,11,2,9
token,mléko,11,11,1,10
token,muži,11,11,4,7
token,oč,11,11,9,2
token,čau,11,7,7,0
token,očí,11,11,1,10
token,čt4,11,11,0,11
token,čvn,11,11,11,0
token,hořčík,11,11,6,5
token,hbž,11,11,10,1
token,než,11,11,5,6
token,mákem,11,11,0,11
token,katalog,11,11,0,11
token,vína,11,11,0,11
token,peněženka,11,11,1,10
token,rezultati,11,11,1,10
token,správa,11,11,3,8
token,čms,11,11,4,7
token,dnž,11,11,10,1
token,prezime,11,11,2,9
token,čtu,11,11,9,2
token,vím,11,9,8,1
token,držák,11,11,11,0
token,švp,11,11,11,0
token,vstupenky,11,11,2,9
token,kooperativa,11,11,6,5
token,bruslení,11,11,0,11
token,mladší,11,11,0,11
token,školákov,11,11,10,1
token,moravská,11,11,2,9
token,diňe,11,7,7,0
token,goşgy,11,11,0,11
token,ráže,11,11,10,1
token,dub,11,11,7,4
token,hlas,11,11,1,10
token,začátek,11,11,8,3
token,varaždin,11,11,0,11
token,ai,11,10,3,7
token,me,11,11,1,10
token,etš,11,11,11,0
token,zahradu,11,11,0,11
token,zličín,11,11,8,3
token,mýty,11,11,10,1
token,evropa,11,11,5,6
token,matematika,11,11,1,10
token,louny,11,11,2,9
token,maďarsko,11,11,6,5
token,góp,11,11,11,0
token,uab,11,11,5,6
token,gorica,11,11,0,11
token,atlary,11,11,0,11
token,radhoštěm,11,11,0,11
token,hnůj,11,11,10,1
token,7zónová,11,11,0,11
token,oznámení,11,11,6,5
token,opžp,11,11,9,2
token,iš,11,11,11,0
token,izuš,11,11,11,0
token,jděte,11,10,10,0
token,jeřáb,11,11,8,3
token,jenž,11,11,9,2
token,panenky,11,11,0,11
token,piešťany,11,11,0,11
token,křp,11,11,10,1
token,obočí,11,11,1,10
token,věci,11,11,4,7
token,tuleň,11,11,10,1
token,nádobí,11,11,0,11
token,měli,11,11,8,3
token,šakówiŋ,11,11,0,11
token,ms,11,11,3,8
token,púť,11,11,11,0
token,mýa,11,10,10,0
token,půda,11,11,9,2
token,giờ,11,8,0,11
token,páže,11,11,10,1
token,alkoholu,11,11,0,11
token,poď,11,9,8,1
token,přf,11,11,10,1
token,uč,11,11,10,1
token,svč,11,11,11,0
token,šf,11,11,11,0
token,úřední,11,11,9,2
token,šč,11,11,11,0
token,sereď,11,11,1,10
token,šly,11,11,10,1
token,šm,11,11,11,0
token,tř,11,11,11,0
token,úžín,11,11,2,9
token,divočině,11,11,3,8
token,zrušení,11,11,10,1
token,afž,11,11,11,0
token,sukně,10,10,1,9
token,hrách,10,10,0,10
token,advokát,10,10,0,10
token,euro,10,10,6,4
token,řapíkatý,10,10,10,0
token,švýcarsko,10,10,4,6
token,ťuhýk,10,10,10,0
token,čúzk,10,10,9,1
token,vltava,10,10,3,7
token,úplněk,10,10,10,0
token,tam,10,10,0,10
token,ččh,10,10,10,0
token,čapí,10,10,10,0
token,čáp,10,10,8,2
token,ačokča,10,10,10,0
token,básničky,10,10,7,3
token,čba,10,10,10,0
token,čgf,10,10,10,0
token,čhs,10,10,10,0
token,čjf,10,10,10,0
token,čbk,10,10,10,0
token,čgs,10,10,10,0
token,bůček,10,10,8,2
token,býčí,10,10,9,1
token,ař,10,10,8,2
token,bš,10,10,10,0
token,bóďa,10,10,10,0
token,bříza,10,10,8,2
token,ačiu,10,10,10,0
token,a1,10,10,0,10
token,nudle,10,10,2,8
token,čkait,10,10,10,0
token,čmelák,10,10,9,1
token,tenoři,10,10,9,1
token,čvančarová,10,10,9,1
token,čkp,10,10,10,0
token,velke,10,10,9,1
token,přehrávač,10,10,4,6
token,céčka,10,9,9,0
token,dráhy,10,10,1,9
token,áňa,10,10,10,0
token,cžk,10,10,10,0
token,čkd,10,10,10,0
token,člk,10,10,10,0
token,vozík,10,10,1,9
token,dč,10,10,10,0
token,potter,10,10,0,10
token,strážnice,10,10,1,9
token,dýně,10,10,8,2
token,rd,10,10,7,3
token,samuel,10,10,8,2
token,zpěvačka,10,10,3,7
token,ečv,10,10,10,0
token,gěi,10,10,10,0
token,gč,10,10,10,0
token,fzš,10,10,10,0
token,symbol,10,10,5,5
token,gfř,10,10,10,0
token,jšk,10,10,10,0
token,lesní,10,10,1,9
token,světla,10,10,0,10
token,lěvoit,10,10,10,0
token,gřc,10,10,10,0
token,hči,10,10,10,0
token,hřib,10,10,9,1
token,hele,10,10,0,10
token,měkké,10,10,7,3
token,pavol,10,10,5,5
token,hýl,10,10,10,0
token,išelské,10,10,10,0
token,iý,10,10,2,8
token,výjezdy,10,10,5,5
token,ičp,10,10,9,1
token,kělè,10,10,0,10
token,kťm,10,10,10,0
token,kžc,10,10,10,0
token,by,10,10,2,8
token,kšpa,10,10,10,0
token,kžm,10,10,10,0
token,keňa,10,10,10,0
token,ovzduší,10,10,8,2
token,knedlík,10,10,1,9
token,chrudim,10,10,0,10
token,obchod,10,10,0,10
token,kostel,10,10,0,10
token,lze,10,10,7,3
token,prostředí,10,10,0,10
token,lidech,10,10,1,9
token,lšu,10,10,10,0
token,pálení,10,10,7,3
token,princezna,10,10,0,10
token,metoda,10,10,4,6
token,mňam,10,6,6,0
token,lmš,10,10,10,0
token,nžt,10,10,10,0
token,mžp,10,10,10,0
token,místo,10,10,8,2
token,nšk,10,10,10,0
token,mžurka,10,10,10,0
token,nehty,10,10,0,10
token,nůše,10,10,10,0
token,nšg,10,10,10,0
token,lyží,10,10,0,10
token,ogří,10,10,10,0
token,doupě,10,10,0,10
token,ožp,10,10,9,1
token,krve,10,10,1,9
token,sodný,10,10,0,10
token,ukaž,10,10,10,0
token,su,10,10,4,6
token,světlo,10,10,1,9
token,užovka,10,10,10,0
token,ráj,10,10,5,5
token,řidičský,10,10,8,2
token,sždc,10,10,10,0
token,šbk,10,10,10,0
token,rýdl,10,10,10,0
token,mail,10,10,4,6
token,sběrný,10,10,9,1
token,řkf,10,10,10,0
token,dušan,10,10,9,1
token,řvc,10,10,9,1
token,rytíř,10,10,8,2
token,řadící,10,10,10,0
token,páka,10,10,0,10
token,řvát,10,10,10,0
token,šantovka,10,10,9,1
token,úmluva,10,10,7,3
token,office,10,10,7,3
token,štěpán,10,10,8,2
token,ůtulek,10,10,9,1
token,úmč,10,10,10,0
token,vám,10,9,3,6
token,červené,10,10,3,7
token,včd,10,10,10,0
token,africký,10,10,3,7
token,všechny,10,10,3,7
token,šgv,10,10,10,0
token,vířivka,10,10,9,1
token,všechno,10,10,4,6
token,šzš,10,10,10,0
token,š1,10,10,0,10
token,táňa,10,10,10,0
token,tůma,10,10,8,2
token,ťi,10,10,5,5
token,útěk,10,10,9,1
token,úvěr,10,10,9,1
token,psaní,10,10,7,3
token,výkup,10,10,7,3
token,vyšehrad,10,10,7,3
token,wěi,10,10,10,0
token,wc,10,10,5,5
token,ýahoo,10,10,10,0
token,ýunus,10,10,10,0
token,série,10,10,0,10
token,pečeně,10,10,0,10
token,chí,10,10,9,1
token,zčásti,10,10,10,0
token,ýrr,10,10,8,2
token,žába,10,10,10,0
token,dĩ,10,10,0,10
token,žs,10,10,9,1
token,žula,10,10,10,0
token,žpsv,10,10,10,0
token,žsd,10,10,10,0
token,žst,10,10,10,0
token,žně,10,10,10,0
token,žtr,10,10,10,0
token,žgp,10,10,10,0
token,vožnje,10,10,0,10
token,váňa,10,10,6,4
token,žgvacet,10,10,10,0
token,žyczenia,10,10,10,0
token,žít,10,10,7,3
token,výkon,10,10,6,4
token,denní,10,10,5,5
token,albert,10,10,1,9
token,oči,10,10,1,9
token,gta,10,10,8,2
token,skály,10,10,0,10
token,adžika,10,10,10,0
token,arů,10,10,8,2
token,sušička,10,10,3,7
token,tenis,10,10,1,9
token,rafťáci,10,10,10,0
token,kašel,10,10,1,9
token,ašys,10,10,7,3
token,galerie,10,10,2,8
token,šroubovák,10,10,4,6
token,znojmo,10,10,0,10
token,filmas,10,10,3,7
token,auředník,10,10,10,0
token,avšak,10,10,10,0
token,tiếng,10,10,0,10
token,ayše,10,10,10,0
token,aýperi,10,10,10,0
token,market,10,10,2,8
token,restoran,10,10,1,9
token,ulica,10,10,2,8
token,top,10,10,1,9
token,rámeček,10,10,10,0
token,áč,10,10,2,8
token,myš,10,10,4,6
token,richard,10,10,8,2
token,stran,10,10,0,10
token,byť,10,10,7,3
token,bílá,10,10,2,8
token,áš,10,7,7,0
token,dá,10,10,9,1
token,ostrov,10,10,0,10
token,sirupy,10,10,0,10
token,poslední,10,10,2,8
token,domy,10,10,0,10
token,blbý,10,10,10,0
token,bbž,10,10,10,0
token,registracija,10,10,0,10
token,rodiče,10,10,0,10
token,bpš,10,10,10,0
token,noha,10,10,0,10
token,břasy,10,10,10,0
token,mo,10,10,3,7
token,serie,10,10,10,0
token,inkubační,10,10,2,8
token,poměru,10,10,0,10
token,bžán,10,10,6,4
token,czš,10,10,10,0
token,čsfr,10,10,10,0
token,czý,10,10,0,10
token,tobě,10,10,0,10
token,chuť,10,10,7,3
token,čípky,10,10,8,2
token,pračky,10,10,0,10
token,délka,10,10,7,3
token,krista,10,10,0,10
token,ckž,10,10,10,0
token,vzdělávání,10,10,2,8
token,čmn,10,10,10,0
token,cmš,10,10,10,0
token,uzeným,10,10,1,9
token,čoi,10,10,10,0
token,zbůch,10,10,8,2
token,miminka,10,10,0,10
token,rozvrh,10,10,0,10
token,rizoto,10,10,3,7
token,šternberk,10,10,5,5
token,như,10,10,0,10
token,čbr,10,10,10,0
token,čakovec,10,10,0,10
token,ví,10,10,8,2
token,čh,10,10,10,0
token,decathlon,10,10,2,8
token,výlety,10,10,5,5
token,čjl,10,10,4,6
token,bolest,10,10,1,9
token,pády,10,10,7,3
token,čk,10,10,10,0
token,člr,10,10,3,7
token,pš,10,10,9,1
token,dnš,10,10,10,0
token,čn,10,10,10,0
token,vzorec,10,10,0,10
token,vepřové,10,10,5,5
token,oběd,10,10,7,3
token,ukončení,10,10,5,5
token,čr1,10,10,0,10
token,důl,10,10,7,3
token,čs,10,10,10,0
token,musí,10,10,1,9
token,dpš,10,10,10,0
token,ascii,10,10,10,0
token,russian,10,10,5,5
token,letter,10,10,8,2
token,what,10,10,8,2
token,ddš,10,10,10,0
token,drť,10,10,10,0
token,děbolín,10,10,10,0
token,děťátko,10,10,10,0
token,dě,10,10,10,0
token,huť,10,10,8,2
token,diův,10,10,10,0
token,enčev,10,10,9,1
token,dsř,10,10,9,1
token,dšju,10,10,10,0
token,sobota,10,10,0,10
token,vk,10,10,4,6
token,předplatné,10,10,0,10
token,dú,10,6,6,0
token,dvě,10,10,10,0
token,dvířka,10,10,10,0
token,rychnov,10,10,2,8
token,raspored,10,10,0,10
token,mikuláš,10,10,5,5
token,ďaily,10,10,10,0
token,ďapalovce,10,10,8,2
token,ďeň,10,10,9,1
token,ďoa,10,10,10,0
token,kyjov,10,10,1,9
token,ekčp,10,10,9,1
token,ešče,10,10,10,0
token,sad,10,10,0,10
token,fpč,10,10,10,0
token,ežys,10,10,10,0
token,fs,10,10,9,1
token,všfs,10,10,10,0
token,žu,10,8,7,1
token,fabia,10,10,4,6
token,fhš,10,10,9,1
token,města,10,10,0,10
token,žodžiai,10,10,5,5
token,gačr,10,10,10,0
token,ladislav,10,10,9,1
token,gáň,10,10,10,0
token,seřízení,10,10,9,1
token,gvž,10,10,7,3
token,schůdky,10,10,9,1
token,hnšk,10,10,10,0
token,moslavina,10,10,0,10
token,hnž,10,10,10,0
token,hoý,10,10,2,8
token,hruška,10,10,2,8
token,hšk,10,10,10,0
token,zrinjski,10,10,0,10
token,hšrs,10,10,10,0
token,htš,10,10,10,0
token,hži,10,10,10,0
token,ísť,10,10,10,0
token,iň,10,10,10,0
token,krčma,10,10,7,3
token,iož,10,10,0,10
token,ipša,10,10,10,0
token,náplně,10,10,1,9
token,užší,10,10,9,1
token,vpž,10,10,4,6
token,celý,10,10,0,10
token,těle,10,10,1,9
token,jmění,10,10,9,1
token,lsž,10,10,8,2
token,máňa,10,10,10,0
token,ltž,10,10,10,0
token,páření,10,10,10,0
token,káď,10,10,9,1
token,káťa,10,10,10,0
token,kbš,10,10,10,0
token,ksčm,10,10,9,1
token,čemu,10,10,10,0
token,ili,10,10,0,10
token,kečup,10,10,9,1
token,kuřecí,10,10,7,3
token,vlčí,10,10,8,2
token,kkž,10,10,10,0
token,kmč,10,10,10,0
token,kmš,10,10,10,0
token,mgr,10,10,2,8
token,oběť,10,10,10,0
token,kpž,10,10,10,0
token,kř,10,10,10,0
token,banská,10,10,2,8
token,kšv,10,10,10,0
token,kšr,10,10,10,0
token,kš,10,10,10,0
token,kvš,10,10,10,0
token,kžk,10,10,10,0
token,lhůta,10,10,7,3
token,bài,10,10,0,10
token,suchý,10,10,7,3
token,liči,10,10,10,0
token,lěi,10,10,6,4
token,lfš,10,10,10,0
token,meníčka,10,10,10,0
token,mí,10,10,7,3
token,mý,10,10,9,1
token,ořp,10,10,9,1
token,oř,10,10,10,0
token,odžmolkovač,10,10,10,0
token,mržnja,10,10,10,0
token,původní,10,10,8,2
token,muďoul,10,10,10,0
token,vůkol,10,10,9,1
token,mýtus,10,10,10,0
token,mzš,10,10,10,0
token,mž,10,10,10,0
token,ogš,10,10,10,0
token,ohmův,10,10,10,0
token,turnov,10,10,0,10
token,okoř,10,10,10,0
token,okž,10,10,10,0
token,ngš,10,10,10,0
token,oměj,10,10,10,0
token,nša,10,10,10,0
token,nvš,10,10,10,0
token,os,10,10,7,3
token,švejka,10,10,9,1
token,ošd,10,10,10,0
token,oyěwùmí,10,10,0,10
token,oý,10,9,4,5
token,ožys,10,10,10,0
token,péťa,10,10,10,0
token,pgž,10,10,10,0
token,piě,10,10,10,0
token,pleso,10,10,0,10
token,ptš,10,10,10,0
token,pzš,10,10,10,0
token,řszk,10,10,10,0
token,rsž,10,10,2,8
token,ác,10,10,10,0
token,ýy,10,10,8,2
token,sbš,10,10,10,0
token,sč,10,10,10,0
token,slčr,10,10,9,1
token,smůla,10,10,10,0
token,stč,10,10,10,0
token,xuýt,10,10,8,2
token,švz,10,10,10,0
token,sývota,10,10,6,4
bigram,ý nghĩa,301,301,0,0
